	0
2139	My drink was never empty and he made some really great menu suggestions.
2140	Don't do it!!!!
2141	The waiter wasn't helpful or friendly and rarely checked on us.
2142	My husband and I ate lunch here and were very disappointed with the food and service.
2143	And the red curry had so much bamboo shoots and wasn't very tasty to me.
2144	Nice blanket of moz over top but i feel like this was done to cover up the subpar food.
2145	The bathrooms are clean and the place itself is well decorated.
2146	The menu is always changing, food quality is going down & service is extremely slow.
2147	The service was a little slow , considering that were served by 3 people servers so the food was coming in a slow pace.
2148	I give it 2 thumbs down
2149	We watched our waiter pay a lot more attention to other tables and ignore us.
2150	My fiancé and I came in the middle of the day and we were greeted and seated right away.
2151	This is a great restaurant at the Mandalay Bay.
2152	We waited for forty five minutes in vain.
2153	Crostini that came with the salad was stale.
2154	Some highlights : Great quality nigiri here!
2155	the staff is friendly and the joint is always clean.
2156	this was a different cut than the piece the other day but still wonderful and tender s well as well flavored.
2157	I ordered the Voodoo pasta and it was the first time I'd had really excellent pasta since going gluten free several years ago.
2158	this place is good.
2159	Unfortunately, we must have hit the bakery on leftover day because everything we ordered was STALE.
2160	I came back today since they relocated and still not impressed.
2161	I was seated immediately.
2162	Their menu is diverse, and reasonably priced.
2163	Avoid at all cost!
2164	Restaurant is always full but never a wait.
2165	DELICIOUS!!
2166	This place is hands-down one of the best places to eat in the Phoenix metro area.
2167	So don't go there if you are looking for good food...
2168	I've never been treated so bad.
2169	Bacon is hella salty.
2170	We also ordered the spinach and avocado salad; the ingredients were sad and the dressing literally had zero taste.
2171	This really is how Vegas fine dining used to be, right down to the menus handed to the ladies that have no prices listed.
2172	The waitresses are very friendly.
2173	Lordy, the Khao Soi is a dish that is not to be missed for curry lovers!
2174	Everything on the menu is terrific and we were also thrilled that they made amazing accommodations for our vegetarian daughter.
2175	Perhaps I caught them on an off night judging by the other reviews, but I'm not inspired to go back.
2176	The service here leaves a lot to be desired.
2177	The atmosphere is modern and hip, while maintaining a touch of coziness.
2178	Not a weekly haunt, but definitely a place to come back to every once in a while.
2179	We literally sat there for 20 minutes with no one asking to take our order.
2180	The burger had absolutely no flavor - the meat itself was totally bland, the burger was overcooked and there was no charcoal flavor.
2181	I also decided not to send it back because our waitress looked like she was on the verge of having a heart attack.
2182	I dressed up to be treated so rudely!
2183	It was probably dirt.
2184	Love this place, hits the spot when I want something healthy but not lacking in quantity or flavor.
2185	I ordered the Lemon raspberry ice cocktail which was also incredible.
2186	The food sucked, which we expected but it sucked more than we could have imagined.
2187	Interesting decor.
2188	What I really like there is the crepe station.
2189	Also were served hot bread and butter, and home made potato chips with bacon bits on top....very original and very good.
2190	you can watch them preparing the delicious food!)
2191	Both of the egg rolls were fantastic.
2192	When my order arrived, one of the gyros was missing.
2193	I had a salad with the wings, and some ice cream for dessert and left feeling quite satisfied.
2194	I'm not really sure how Joey's was voted best hot dog in the Valley by readers of Phoenix Magazine.
2195	The best place to go for a tasty bowl of Pho!
2196	The live music on Fridays totally blows.
2197	I've never been more insulted or felt disrespected.
2198	Very friendly staff.
2199	It is worth the drive.
2200	I had heard good things about this place, but it exceeding every hope I could have dreamed of.
2201	Food was great and so was the serivce!
2202	The warm beer didn't help.
2203	Great brunch spot.
2204	Service is friendly and inviting.
2205	Very good lunch spot.
2206	I've lived here since 1979 and this was the first (and last) time I've stepped foot into this place.
2207	The WORST EXPERIENCE EVER.
2208	Must have been an off night at this place.
2209	The sides are delish - mixed mushrooms, yukon gold puree, white corn - beateous.
2210	If that bug never showed up I would have given a 4 for sure, but on the other side of the wall where this bug was climbing was the kitchen.
2211	For about 10 minutes, we we're waiting for her salad when we realized that it wasn't coming any time soon.
2212	My friend loved the salmon tartar.
2213	Won't go back.
2214	Extremely Tasty!
2215	Waitress was good though!
2216	Soggy and not good.
2217	The Jamaican mojitos are delicious.
2218	Which are small and not worth the price.
2219	- the food is rich so order accordingly.
2220	The shower area is outside so you can only rinse, not take a full shower, unless you don't mind being nude for everyone to see!
2221	The service was a bit lacking.
2222	Lobster Bisque, Bussell Sprouts, Risotto, Filet ALL needed salt and pepper..and of course there is none at the tables.
2223	Hopefully this bodes for them going out of business and someone who can cook can come in.
2224	It was either too cold, not enough flavor or just bad.
2225	I loved the bacon wrapped dates.
2226	This is an unbelievable BARGAIN!
2227	The folks at Otto always make us feel so welcome and special.
2228	"As for the ""mains,"" also uninspired."
2229	This is the place where I first had pho and it was amazing!!
2230	This wonderful experience made this place a must-stop whenever we are in town again.
2231	If the food isn't bad enough for you, then enjoy dealing with the world's worst/annoying drunk people.
2232	Very very fun chef.
2233	Ordered a double cheeseburger & got a single patty that was falling apart (picture uploaded) Yeah, still sucks.
2234	Great place to have a couple drinks and watch any and all sporting events as the walls are covered with TV's.
2235	If it were possible to give them zero stars, they'd have it.
2236	"The descriptions said ""yum yum sauce"" and another said ""eel sauce"", yet another said ""spicy mayo""...well NONE of the rolls had sauces on them."
2237	I'd say that would be the hardest decision... Honestly, all of M's dishes taste how they are supposed to taste (amazing).
2238	If she had not rolled the eyes we may have stayed... Not sure if we will go back and try it again.
2239	Everyone is very attentive, providing excellent customer service.
2240	Horrible - don't waste your time and money.
2241	Now this dish was quite flavourful.
2242	By this time our side of the restaurant was almost empty so there was no excuse.
2243	(It wasn't busy either) Also, the building was FREEZING cold.
2244	"like the other reviewer said ""you couldn't pay me to eat at this place again."""
2245	-Drinks took close to 30 minutes to come out at one point.
2246	Seriously flavorful delights, folks.
2247	Much better than the other AYCE sushi place I went to in Vegas.
2248	The lighting is just dark enough to set the mood.
2249	Based on the sub-par service I received and no effort to show their gratitude for my business I won't be going back.
2250	Owner's are really great people.!
2251	There is nothing privileged about working/eating there.
2252	The Greek dressing was very creamy and flavorful.
2253	Overall, I don't think that I would take my parents to this place again because they made most of the similar complaints that I silently felt too.
2254	Now the pizza itself was good the peanut sauce was very tasty.
2255	We had 7 at our table and the service was pretty fast.
2256	Fantastic service here.
2257	I as well would've given godfathers zero stars if possible.
2258	They know how to make them here.
2259	very tough and very short on flavor!
2260	I hope this place sticks around.
2261	I have been in more than a few bars in Vegas, and do not ever recall being charged for tap water.
2262	The restaurant atmosphere was exquisite.
2263	Good service, very clean, and inexpensive, to boot!
2264	The seafood was fresh and generous in portion.
2265	Plus, it's only 8 bucks.
2266	The service was not up to par, either.
2267	Thus far, have only visited twice and the food was absolutely delicious each time.
2268	Just as good as when I had it more than a year ago!
2269	For a self proclaimed coffee cafe, I was wildly disappointed.
2270	The Veggitarian platter is out of this world!
2271	You cant go wrong with any of the food here.
2272	You can't beat that.
2273	Stopped by this place while in Madison for the Ironman, very friendly, kind staff.
2274	The chefs were friendly and did a good job.
2275	I've had better, not only from dedicated boba tea spots, but even from Jenni Pho.
2276	I liked the patio and the service was outstanding.
2277	The goat taco didn't skimp on the meat and wow what FLAVOR!
2278	I think not again
2279	I had the mac salad and it was pretty bland so I will not be getting that again.
2280	I went to Bachi Burger on a friend's recommendation and was not disappointed.
2281	Service stinks here!
2282	I waited and waited.
2283	This place is not quality sushi, it is not a quality restaurant.
2284	I would definitely recommend the wings as well as the pizza.
2285	Great Pizza and Salads!
2286	Things that went wrong: - They burned the saganaki.
2287	We waited an hour for what was a breakfast I could have done 100 times better at home.
2288	This place is amazing!
2289	I hate to disagree with my fellow Yelpers, but my husband and I were so disappointed with this place.
2290	Waited 2 hours & never got either of our pizzas as many other around us who came in later did!
2291	Just don't know why they were so slow.
2292	The staff is great, the food is delish, and they have an incredible beer selection.
2293	I live in the neighborhood so I am disappointed I won't be back here, because it is a convenient location.
2294	I didn't know pulled pork could be soooo delicious.
2295	You get incredibly fresh fish, prepared with care.
2296	Before I go in to why I gave a 1 star rating please know that this was my third time eating at Bachi burger before writing a review.
2297	I love the fact that everything on their menu is worth it.
2298	Never again will I be dining at this place!
2299	The food was excellent and service was very good.
2300	Good beer & drink selection and good food selection.
2301	Please stay away from the shrimp stir fried noodles.
2302	The potato chip order was sad... I could probably count how many chips were in that box and it was probably around 12.
2303	Food was really boring.
2304	Good Service-check!
2305	This greedy corporation will NEVER see another dime from me!
2306	Will never, ever go back.
2307	As much as I'd like to go back, I can't get passed the atrocious service and will never return.
2308	In the summer, you can dine in a charming outdoor patio - so very delightful.
2309	I did not expect this to be so good!
2310	Fantastic food!
2311	She ordered a toasted English muffin that came out untoasted.
2312	The food was very good.
2313	Never going back.
2314	Great food for the price, which is very high quality and house made.
2315	The bus boy on the other hand was so rude.
2316	By this point, my friends and I had basically figured out this place was a joke and didn't mind making it publicly and loudly known.
2317	Back to good BBQ, lighter fare, reasonable pricing and tell the public they are back to the old ways.
2318	And considering the two of us left there very full and happy for about $20, you just can't go wrong.
2319	All the bread is made in-house!
2320	The only downside is the service.
2321	Also, the fries are without a doubt the worst fries I've ever had.
2322	Service was exceptional and food was a good as all the reviews.
2323	A couple of months later, I returned and had an amazing meal.
2324	Favorite place in town for shawarrrrrrma!!!!!!
2325	The black eyed peas and sweet potatoes... UNREAL!
2326	You won't be disappointed.
2327	They could serve it with just the vinaigrette and it may make for a better overall dish, but it was still very good.
2328	I go to far too many places and I've never seen any restaurant that serves a 1 egg breakfast, especially for $4.00.
2329	When my mom and I got home she immediately got sick and she only had a few bites of salad.
2330	The servers are not pleasant to deal with and they don't always honor Pizza Hut coupons.
2331	Both of them were truly unbelievably good, and I am so glad we went back.
2332	We had fantastic service, and were pleased by the atmosphere.
2333	Everything was gross.
2334	I love this place.
2335	Great service and food.
2336	First - the bathrooms at this location were dirty- Seat covers were not replenished & just plain yucky!!!
2337	"The burger... I got the ""Gold Standard"" a $17 burger and was kind of disappointed."
2338	OMG, the food was delicioso!
2339	There is nothing authentic about this place.
2340	the spaghetti is nothing special whatsoever.
2341	Of all the dishes, the salmon was the best, but all were great.
2342	The vegetables are so fresh and the sauce feels like authentic Thai.
2343	It's worth driving up from Tucson!
2344	The selection was probably the worst I've seen in Vegas.....there was none.
2345	Pretty good beer selection too.
2346	This place is like Chipotle, but BETTER.
2347	Classy/warm atmosphere, fun and fresh appetizers, succulent steaks (Baseball steak!!!!!
2348	5 stars for the brick oven bread app!
2349	I have eaten here multiple times, and each time the food was delicious.
2350	We sat another ten minutes and finally gave up and left.
2351	He was terrible!
2352	Everyone is treated equally special.
2353	It shouldn't take 30 min for pancakes and eggs.
2354	It was delicious!!!
2355	On the good side, the staff was genuinely pleasant and enthusiastic - a real treat.
2356	Sadly, Gordon Ramsey's Steak is a place we shall sharply avoid during our next trip to Vegas.
2357	As always the evening was wonderful and the food delicious!
2358	Best fish I've ever had in my life!
2359	(The bathroom is just next door and very nice.)
2360	The buffet is small and all the food they offered was BLAND.
2361	This is an Outstanding little restaurant with some of the Best Food I have ever tasted.
2362	Pretty cool I would say.
2363	Definitely a turn off for me & i doubt I'll be back unless someone else is buying.
2364	Server did a great job handling our large rowdy table.
2365	I find wasting food to be despicable, but this just wasn't food.
2366	My wife had the Lobster Bisque soup which was lukewarm.
2367	Would come back again if I had a sushi craving while in Vegas.
2368	The staff are great, the ambiance is great.
2369	He deserves 5 stars.
2370	I left with a stomach ache and felt sick the rest of the day.
2371	They dropped more than the ball.
2372	The dining space is tiny, but elegantly decorated and comfortable.
2373	They will customize your order any way you'd like, my usual is Eggplant with Green Bean stir fry, love it!
2374	And the beans and rice were mediocre at best.
2375	Best tacos in town by far!!
2376	I took back my money and got outta there.
2377	In an interesting part of town, this place is amazing.
2378	RUDE & INCONSIDERATE MANAGEMENT.
2379	The staff are now not as friendly, the wait times for being served are horrible, no one even says hi for the first 10 minutes.
2380	I won't be back.
2381	They have great dinners.
2382	The service was outshining & I definitely recommend the Halibut.
2383	The food was terrible.
2384	WILL NEVER EVER GO BACK AND HAVE TOLD MANY PEOPLE WHAT HAD HAPPENED.
2385	I don't recommend unless your car breaks down in front of it and you are starving.
2386	I will come back here every time I'm in Vegas.
2387	This place deserves one star and 90% has to do with the food.
2388	This is a disgrace.
2389	Def coming back to bowl next time
2390	If you want healthy authentic or ethic food, try this place.
2391	I will continue to come here on ladies night andddd date night ... highly recommend this place to anyone who is in the area (;
2392	I have been here several times in the past, and the experience has always been great.
2393	We walked away stuffed and happy about our first Vegas buffet experience.
2394	Service was excellent and prices are pretty reasonable considering this is Vegas and located inside the Crystals shopping mall by Aria.
2395	To summarize... the food was incredible, nay, transcendant... but nothing brings me joy quite like the memory of the pneumatic condiment dispenser.
2396	I'm probably one of the few people to ever go to Ians and not like it.
2397	Kids pizza is always a hit too with lots of great side dish options for the kiddos!
2398	Service is perfect and the family atmosphere is nice to see.
2399	Cooked to perfection and the service was impeccable.
2400	This one is simply a disappointment.
2401	Overall, I was very disappointed with the quality of food at Bouchon.
2402	I don't have to be an accountant to know I'm getting screwed!
2403	Great place to eat, reminds me of the little mom and pop shops in the San Francisco Bay Area.
2404	Today was my first taste of a Buldogis Gourmet Hot Dog and I have to tell you it was more than I ever thought possible.
2405	Left very frustrated.
2406	I'll definitely be in soon again.
2407	Food was really good and I got full petty fast.
2408	Service was fantastic.
2409	TOTAL WASTE OF TIME.
2410	I don't know what kind it is but they have the best iced tea.
2411	Come hungry, leave happy and stuffed!
2412	For service, I give them no stars.
2413	I can assure you that you won't be disappointed.
2414	I can take a little bad service but the food sucks.
2415	Gave up trying to eat any of the crust (teeth still sore).
2416	But now I was completely grossed out.
2417	I really enjoyed eating here.
2418	First time going but I think I will quickly become a regular.
2419	Our server was very nice, and even though he looked a little overwhelmed with all of our needs, he stayed professional and friendly until the end.
2420	From what my dinner companions told me...everything was very fresh with nice texture and taste.
2421	On the ground, right next to our table was a large, smeared, been-stepped-in-and-tracked-everywhere pile of green bird poop.
2422	Furthermore, you can't even find hours of operation on the website!
2423	We've tried to like this place but after 10+ times I think we're done with them.
2424	What a mistake that was!
2425	No complaints!
2426	This is some seriously good pizza and I'm an expert/connisseur on the topic.
2427	Waiter was a jerk.
2428	Strike 2, who wants to be rushed.
2429	These are the nicest restaurant owners I've ever come across.
2430	I never come again.
2431	We loved the biscuits!!!
2432	Service is quick and friendly.
2433	Ordered an appetizer and took 40 minutes and then the pizza another 10 minutes.
2434	So absolutley fantastic.
2435	It was a huge awkward 1.5lb piece of cow that was 3/4ths gristle and fat.
2436	definitely will come back here again.
2437	I like Steiners because it's dark and it feels like a bar.
2438	Wow very spicy but delicious.
2439	If you're not familiar, check it out.
2440	I'll take my business dinner dollars elsewhere.
2441	I'd love to go back.
2442	Anyway, this FS restaurant has a wonderful breakfast/lunch.
2443	Nothing special.
2444	Each day of the week they have a different deal and it's all so delicious!
2445	Not to mention the combination of pears, almonds and bacon is a big winner!
2446	Will not be back.
2447	Sauce was tasteless.
2448	The food is delicious and just spicy enough, so be sure to ask for spicier if you prefer it that way.
2449	My ribeye steak was cooked perfectly and had great mesquite flavor.
2450	I don't think we'll be going back anytime soon.
2451	Food was so gooodd.
2452	I am far from a sushi connoisseur but I can definitely tell the difference between good food and bad food and this was certainly bad food.
2453	I was so insulted.
2454	The last 3 times I had lunch here has been bad.
2455	The chicken wings contained the driest chicken meat I have ever eaten.
2456	The food was very good and I enjoyed every mouthful, an enjoyable relaxed venue for couples small family groups etc.
2457	Nargile - I think you are great.
2458	Best tater tots in the southwest.
2459	We loved the place.
2460	Definitely not worth the $3 I paid.
2461	The vanilla ice cream was creamy and smooth while the profiterole (choux) pastry was fresh enough.
2462	Im in AZ all the time and now have my new spot.
2463	The manager was the worst.
2464	The inside is really quite nice and very clean.
2465	The food was outstanding and the prices were very reasonable.
2466	I don't think I'll be running back to Carly's anytime soon for food.
2467	This is was due to the fact that it took 20 minutes to be acknowledged, then another 35 minutes to get our food...and they kept forgetting things.
2468	Love the margaritas, too!
2469	This was my first and only Vegas buffet and it did not disappoint.
2470	Very good, though!
2471	The one down note is the ventilation could use some upgrading.
2472	Great pork sandwich.
2473	Don't waste your time here.
2474	Total letdown, I would much rather just go to the Camelback Flower Shop and Cartel Coffee.
2475	Third, the cheese on my friend's burger was cold.
2476	We enjoy their pizza and brunch.
2477	The steaks are all well trimmed and also perfectly cooked.
2478	We had a group of 70+ when we claimed we would only have 40 and they handled us beautifully.
2479	I LOVED it!
2480	We asked for the bill to leave without eating and they didn't bring that either.
2481	This place is a jewel in Las Vegas, and exactly what I've been hoping to find in nearly ten years living here.
2482	Seafood was limited to boiled shrimp and crab legs but the crab legs definitely did not taste fresh.
2483	The selection of food was not the best.
2484	Delicious and I will absolutely be back!
2485	This isn't a small family restaurant, this is a fine dining establishment.
2486	They had a toro tartare with a cavier that was extraordinary and I liked the thinly sliced wagyu with white truffle.
2487	I dont think I will be back for a very long time.
2488	It was attached to a gas station, and that is rarely a good sign.
2489	How awesome is that.
2490	I will be back many times soon.
2491	The menu had so much good stuff on it i could not decide!
2492	Worse of all, he humiliated his worker right in front of me..Bunch of horrible name callings.
2493	CONCLUSION: Very filling meals.
2494	Their daily specials are always a hit with my group.
2495	And then tragedy struck.
2496	The pancake was also really good and pretty large at that.
2497	This was my first crawfish experience, and it was delicious!
2498	Their monster chicken fried steak and eggs is my all time favorite.
2499	Waitress was sweet and funny.
2500	I also had to taste my Mom's multi-grain pumpkin pancakes with pecan butter and they were amazing, fluffy, and delicious!
2501	I'd rather eat airline food, seriously.
2502	Cant say enough good things about this place.
2503	The ambiance was incredible.
2504	The waitress and manager are so friendly.
2505	I would not recommend this place.
2506	Overall I wasn't very impressed with Noca.
2507	My gyro was basically lettuce only.
2508	Terrible service!
2509	Thoroughly disappointed!
2510	I don't each much pasta, but I love the homemade /hand made pastas and thin pizzas here.
2511	Give it a try, you will be happy you did.
2512	By far the BEST cheesecurds we have ever had!
2513	Reasonably priced also!
2514	Everything was perfect the night we were in.
2515	The food is very good for your typical bar food.
2516	it was a drive to get there.
2517	At first glance it is a lovely bakery cafe - nice ambiance, clean, friendly staff.
2518	Anyway, I do not think i will go back there.
2519	Point your finger at any item on the menu, order it and you won't be disappointed.
2520	Oh this is such a thing of beauty, this restaurant.
2521	If you haven't gone here GO NOW!
2522	A greasy, unhealthy meal.
2523	first time there and might just be the last.
2524	Those burgers were amazing.
2525	Similarly, the delivery man did not say a word of apology when our food was 45 minutes late.
2526	And it was way to expensive.
2527	Be sure to order dessert, even if you need to pack it to-go - the tiramisu and cannoli are both to die for.
2528	This was my first time and I can't wait until the next.
2529	The bartender was also nice.
2530	Everything was good and tasty!
2531	This place is two thumbs up....way up.
2532	The best place in Vegas for breakfast (just check out a Sat, or Sun.
2533	If you love authentic Mexican food and want a whole bunch of interesting, yet delicious meats to choose from, you need to try this place.
2534	Terrible management.
2535	An excellent new restaurant by an experienced Frenchman.
2536	If there were zero stars I would give it zero stars.
2537	Great steak, great sides, great wine, amazing desserts.
2538	Worst martini ever!
2539	The steak and the shrimp are in my opinion the best entrees at GC.
2540	I had the opportunity today to sample your amazing pizzas!
2541	We waited for thirty minutes to be seated (although there were 8 vacant tables and we were the only folks waiting).
2542	The yellowtail carpaccio was melt in your mouth fresh.
2543	I won't try going back there even if it's empty.
2544	No, I'm going to eat the potato that I found some strangers hair in it.
2545	Just spicy enough.. Perfect actually.
2546	Last night was my second time dining here and I was so happy I decided to go back!
2547	"not even a ""hello, we will be right with you."""
2548	The desserts were a bit strange.
2549	My boyfriend and I came here for the first time on a recent trip to Vegas and could not have been more pleased with the quality of food and service.
2550	I really do recommend this place, you can go wrong with this donut place!
2551	Nice ambiance.
2552	I would recommend saving room for this!
2553	I guess maybe we went on an off night but it was disgraceful.
2554	However, my recent experience at this particular location was not so good.
2555	I know this is not like the other restaurants at all, something is very off here!
2556	AVOID THIS ESTABLISHMENT!
2557	I think this restaurant suffers from not trying hard enough.
2558	All of the tapas dishes were delicious!
2559	I *heart* this place.
2560	My salad had a bland vinegrette on the baby greens and hearts of Palm.
2561	After two I felt disgusting.
2562	A good time!
2563	I believe that this place is a great stop for those with a huge belly and hankering for sushi.
2564	Generous portions and great taste.
2565	I will never go back to this place and will never ever recommended this place to anyone!
2566	"The servers went back and forth several times, not even so much as an ""Are you being helped?"""
2567	Food was delicious!
2568	AN HOUR... seriously?
2569	I consider this theft.
2570	Eew... This location needs a complete overhaul.
2571	We recently witnessed her poor quality of management towards other guests as well.
2572	Waited and waited and waited.
2573	He also came back to check on us regularly, excellent service.
2574	Our server was super nice and checked on us many times.
2575	The pizza tasted old, super chewy in not a good way.
2576	I swung in to give them a try but was deeply disappointed.
2577	Service was good and the company was better!
2578	The staff are also very friendly and efficient.
2579	As for the service: I'm a fan, because it's quick and you're being served by some nice folks.
2580	Boy was that sucker dry!!.
2581	Over rated.
2582	If you look for authentic Thai food, go else where.
2583	Their steaks are 100% recommended!
2584	After I pulled up my car I waited for another 15 minutes before being acknowledged.
2585	Great food and great service in a clean and friendly setting.
2586	All in all, I can assure you I'll be back.
2587	I hate those things as much as cheap quality black olives.
2588	My breakfast was perpared great, with a beautiful presentation of 3 giant slices of Toast, lightly dusted with powdered sugar.
2589	The kids play area is NASTY!
2590	Great place fo take out or eat in.
2591	The waitress was friendly and happy to accomodate for vegan/veggie options.
2592	OMG I felt like I had never eaten Thai food until this dish.
2593	"It was extremely ""crumby"" and pretty tasteless."
2594	It was a pale color instead of nice and char and has NO flavor.
2595	The croutons also taste homemade which is an extra plus.
2596	I got home to see the driest damn wings ever!
2597	It'll be a regular stop on my trips to Phoenix!
2598	I really enjoyed Crema Café before they expanded; I even told friends they had the BEST breakfast.
2599	Not good for the money.
2600	I miss it and wish they had one in Philadelphia!
2601	We got sitting fairly fast, but, ended up waiting 40 minutes just to place our order, another 30 minutes before the food arrived.
2602	They also have the best cheese crisp in town.
2603	Good value, great food, great service.
2604	Couldn't ask for a more satisfying meal.
2605	The food is good.
2606	It was awesome.
2607	I just wanted to leave.
2608	We made the drive all the way from North Scottsdale... and I was not one bit disappointed!
2609	I will not be eating there again.
2610	!....THE OWNERS REALLY REALLY need to quit being soooooo cheap let them wrap my freaking sandwich in two papers not one!
2611	I checked out this place a couple years ago and was not impressed.
2612	The chicken I got was definitely reheated and was only ok, the wedges were cold and soggy.
2613	Sorry, I will not be getting food from here anytime soon :(
2614	An absolute must visit!
2615	The cow tongue and cheek tacos are amazing.
2616	My friend did not like his Bloody Mary.
2617	Despite how hard I rate businesses, its actually rare for me to give a 1 star.
2618	They really want to make your experience a good one.
2619	I will not return.
2620	I had the chicken Pho and it tasted very bland.
2621	Very disappointing!!!
2622	The grilled chicken was so tender and yellow from the saffron seasoning.
2623	a drive thru means you do not want to wait around for half an hour for your food, but somehow when we end up going here they make us wait and wait.
2624	Pretty awesome place.
2625	Ambience is perfect.
2626	Best of luck to the rude and non-customer service focused new management.
2627	Any grandmother can make a roasted chicken better than this one.
2628	I asked multiple times for the wine list and after some time of being ignored I went to the hostess and got one myself.
2629	The staff is always super friendly and helpful, which is especially cool when you bring two small boys and a baby!
2630	Four stars for the food & the guy in the blue shirt for his great vibe & still letting us in to eat !
2631	The roast beef sandwich tasted really good!
2632	Same evening, him and I are both drastically sick.
2633	High-quality chicken on the chicken Caesar salad.
2634	Ordered burger rare came in we'll done.
2635	We were promptly greeted and seated.
2636	Tried to go here for lunch and it was a madhouse.
2637	I was proven dead wrong by this sushi bar, not only because the quality is great, but the service is fast and the food, impeccable.
2638	After waiting an hour and being seated, I was not in the greatest of moods.
2639	This is a good joint.
2640	The Macarons here are insanely good.
2641	I'm not eating here!
2642	Our waiter was very attentive, friendly, and informative.
2643	Maybe if they weren't cold they would have been somewhat edible.
2644	This place has a lot of promise but fails to deliver.
2645	Very bad Experience!
2646	What a mistake.
2647	Food was average at best.
2648	Great food.
2649	We won't be going back anytime soon!
2650	Very Very Disappointed ordered the $35 Big Bay Plater.
2651	Great place to relax and have an awesome burger and beer.
2652	It is PERFECT for a sit-down family meal or get together with a few friends.
2653	Not much flavor to them, and very poorly constructed.
2654	The patio seating was very comfortable.
2655	The fried rice was dry as well.
2656	Hands down my favorite Italian restaurant!
2657	"That just SCREAMS ""LEGIT"" in my book...somethat's also pretty rare here in Vegas."
2658	It was just not a fun experience.
2659	The atmosphere was great with a lovely duo of violinists playing songs we requested.
2660	I personally love the hummus, pita, baklava, falafels and Baba Ganoush (it's amazing what they do with eggplant!).
2661	Very convenient, since we were staying at the MGM!
2662	The owners are super friendly and the staff is courteous.
2663	Both great!
2664	Eclectic selection.
2665	The sweet potato tots were good but the onion rings were perfection or as close as I have had.
2666	The staff was very attentive.
2667	And the chef was generous with his time (even came around twice so we can take pictures with him).
2668	The owner used to work at Nobu, so this place is really similar for half the price.
2669	Google mediocre and I imagine Smashburger will pop up.
2670	dont go here.
2671	I promise they won't disappoint.
2672	As a sushi lover avoid this place by all means.
2673	What a great double cheeseburger!
2674	Awesome service and food.
2675	A fantastic neighborhood gem !!!
2676	I can't wait to go back.
2677	The plantains were the worst I've ever tasted.
2678	It's a great place and I highly recommend it.
2679	Service was slow and not attentive.
2680	I gave it 5 stars then, and I'm giving it 5 stars now.
2681	Your staff spends more time talking to themselves than me.
2682	Dessert: Panna Cotta was amazing.
2683	Very good food, great atmosphere.1
2684	Damn good steak.
2685	Total brunch fail.
2686	Prices are very reasonable, flavors are spot on, the sauce is home made, and the slaw is not drenched in mayo.
2687	The decor is nice, and the piano music soundtrack is pleasant.
2688	The steak was amazing...rge fillet relleno was the best seafood plate i have ever had!
2689	Good food , good service .
2690	It was absolutely amazing.
2691	I probably won't be back, to be honest.
2692	will definitely be back!
2693	The sergeant pepper beef sandwich with auju sauce is an excellent sandwich as well.
2694	Hawaiian Breeze, Mango Magic, and Pineapple Delight are the smoothies that I've tried so far and they're all good.
2695	Went for lunch - service was slow.
2696	We had so much to say about the place before we walked in that he expected it to be amazing, but was quickly disappointed.
2697	I was mortified.
2698	Needless to say, we will never be back here again.
2699	Anyways, The food was definitely not filling at all, and for the price you pay you should expect more.
2700	The chips that came out were dripping with grease, and mostly not edible.
2701	I wasn't really impressed with Strip Steak.
2702	Have been going since 2007 and every meal has been awesome!!
2703	Our server was very nice and attentive as were the other serving staff.
2704	The cashier was friendly and even brought the food out to me.
2705	I work in the hospitality industry in Paradise Valley and have refrained from recommending Cibo any longer.
2706	The atmosphere here is fun.
2707	Would not recommend to others.
2708	"Service is quick and even ""to go"" orders are just like we like it!"
2709	I mean really, how do you get so famous for your fish and chips when it's so terrible!?!
2710	That said, our mouths and bellies were still quite pleased.
2711	Not my thing.
2712	2 Thumbs Up!!
2713	If you are reading this please don't go there.
2714	I loved the grilled pizza, reminded me of legit Italian pizza.
2715	Only Pros : Large seating area/ Nice bar area/ Great simple drink menu/ The BEST brick oven pizza with homemade dough!
2716	They have a really nice atmosphere.
2717	Tonight I had the Elk Filet special...and it sucked.
2718	After one bite, I was hooked.
2719	We ordered some old classics and some new dishes after going there a few times and were sorely disappointed with everything.
2720	Cute, quaint, simple, honest.
2721	The chicken was deliciously seasoned and had the perfect fry on the outside and moist chicken on the inside.
2722	The food was great as always, compliments to the chef.
2723	Special thanks to Dylan T. for the recommendation on what to order :) All yummy for my tummy.
2724	Awesome selection of beer.
2725	Great food and awesome service!
2726	One nice thing was that they added gratuity on the bill since our party was larger than 6 or 8, and they didn't expect more tip than that.
2727	A FLY was in my apple juice.. A FLY!!!!!!!!
2728	The Han Nan Chicken was also very tasty.
2729	As for the service, I thought it was good.
2730	The food was barely lukewarm, so it must have been sitting waiting for the server to bring it out to us.
2731	Ryan's Bar is definitely one Edinburgh establishment I won't be revisiting.
2732	Nicest Chinese restaurant I've been in a while.
2733	Overall, I like there food and the service.
2734	They also now serve Indian naan bread with hummus and some spicy pine nut sauce that was out of this world.
2735	Probably never coming back, and wouldn't recommend it.
2736	Friend's pasta -- also bad, he barely touched it.
2737	Try them in the airport to experience some tasty food and speedy, friendly service.
2738	I love the decor with the Chinese calligraphy wall paper.
2739	Never had anything to complain about here.
